Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, name0 6 64gb, purchased 101004000 2018 1010099900 phone fantastic fabulous condition doesnt single scratch didnt even peel plastic thin cover phone back side till u observe 10100121400 101008900 101005100 101006100 charger clear view sensored flip cover avilable bargain n 1010011300 plz cause really know condition 101005100 10100171400 1010079100 101006600 sensored flipcover costs 3500 rupees 10100219100 till didnt even play single game note used professionally thank 10100200 10100200 reach 10100219200,1190,10,7,15000
1, name87 iphone model name2916 gold 64 gb, one year 2 months old bill box everthing available,207,13,5,15000
2, 1 name2856 purani mobile hai, phone working fine 3g phone phone,552,13,5,2000
1, name2648 accessories bill, 11 months old xs 1010022900 original charger earphone unused box spigen back cover spigen screen guard servicedamage history warranty period almost ended phone excellent condition scratch service history verified 101008700 service centre,2,8,2,46000
1, iphone 7 plus black 32gb, iphone 7 plus black 32gb excellent condition accessories one year two months old complete kit available please bargain price fixed contact 861 8427 998,592,1,3,28000
1, name87 name0 6s 64gb gold charger earphone, 101008700 10100000 6 16gb accessories bill 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,162,15,5,16500
1, need name55, 6months old good condition bill box available,145,17,7,6000
1, name0 6s 64 gb, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,114,4,0,14500
1, name0 xs max silver 256 gb, body 101002000 1567 x 74 x 8 mm 617 x 291 x 031 weight 169 g 596 oz build 101001800 glass plastic frame sim dual sim nanosim dual standby display type ltps ips lcd capacitive touchscreen 1010013500 colors size 63 inches 974 cm2 840 screentobody ratio 1010087500 1080 x 2340 pixels 1959 ratio 409 ppi density 1010079900 1010058400 10100700 10100800 6 platform os 10100600 81 1010040700 coloros 52 1010021100 1010067500 mt6771 10100150200 1010067600 12 nm cpu octacore 4x20 ghz 10100186700 4x20 ghz 10100111600 gpu 10100186800 mp3 memory 1010037800 slot microsd 256 gb dedicated slot 101001500 64gb 4gb ram 64gb 6gb ram main camera dual 16 1010021200 f18 131 10µm pdaf 2 1010021200 f24 depth sensor 101004300 led flash hdr panorama 1010013400 1080p30fps selfie camera 101003300 25 1010021200 f20 26mm wide 128 09µm 1010013400 1080p30fps sound 10100173800 yes 35mm jack yes active noise cancellation dedicated mic comms wlan 1010032400 80211 abgnac dualband 1010032400 direct hotspot 101009900 42 a2dp le gps yes agps glonass bds 10100146600 10100104500 radio usb microusb 20 usb 10100173900 features 101002100 101002200 rearmounted accelerometer gyro proximity compass 10100186900 smsthreaded view 10100187000 10100187100 push 10100187100 im 10100187200 html5 battery nonremovable 10100187300 3500 mah battery charging 101007800 battery charging 10100184000 vooc flash 1010059100 misc colors 10100187400 101008100 10100187500 1010011700 10100187600 10100184800 models cph1823 cph1881 cph1825 101007400 290 eur,931,8,2,75000
1, name0 7 128gb jet black, upgrade phone problem,931,8,2,22000
1, name87 watch name251 4 brand name54 condition, 101004500 note 5 pro black colour mobile good condition like new mobile less used mobile 4gb ram 64gb rom mobile box chargerpouch 10100218700 96189461 six nine 95531383 six nine,182,10,7,33500
1, name0 6s 64 gb rose gold, good condition phone 1010011400,131,4,0,14000
1, name120 name87 airpods series 2 charging case, 101008700 1010022400 series 2 sealed pack 1010022500 charging case ₹12000 1010022600 charging case ₹14500 1 year warranty date activation fixed price negotiations,1035,1,3,12000
1, iphone 11 iphone 11 pro iphone 11 pro max, phone xr 64 gb bill box packed brand new fix price,365,8,2,49999
1, phone xr 64 gb bill good condition 6 months warranty fix price, 101005400 seal pack phone accessories original packaging bnd invoice,845,4,0,39000
1, name0 6 32gb grey color good condition, 64gb 1010037500 mobile low price model 1010037500 x dual sim 64gb 3gb 101004600 back cam sometime working 101001800 cam good working call 95ooo997l6 good condition,676,2,6,13600
0, name615 nova 3i good condition, fhd screen quad camera 4gb ram 128gb storage,559,1,3,15000
1, name87 name0 8 name92, 10100194200 101009200 64 gb 1010026900,251,8,2,30000
0, name233 10 6gb name46 128 name47, one day old phone accessries orignal bill urgent sale negotiation,761,4,0,18000
1, name123 6 128gb name183 color, ginger card phone,83,2,6,17000
1, phone 6s 32gb rose gold color, 11 months old phone zero damage absolutely good condition along charger available box n receipt,593,13,5,11500
1, name0 11 name49 name229 available, want sell note 5pro awsm condition prblm phone bill box accessories interested msg contact whatapps seven zero three nine six seven eight four seven three 7000 fix price,910,13,5,99990
1, name0 7 7 plus available low price offer till name2017 end, model 101004800 reno2z 8256 blue unused phone sealed open condition new 1010011400 till sep 2020 101007400 negotiable 10100161600 1010095300 cards accepted 1010011300 offers also available asalpha metro station gate 6 details call 99844664foursix 247,903,13,5,13000
1, name0 6 plus 64 gb, 1010012300 1010023400 64gb seal pack brand new wholesale price cod available limited stock 101007800 1010096800 call 9962661631,583,2,6,18000
1, name0 name112 2019 32gb name218 12000, 332 internal frond back duel 10100144500 call seven threefivesixzerothreeninesixninefive,455,11,4,12000
1, phone 8 64 gb rose gold colour, 3 month used phonem selling 10100233100 want samsung note 10 plus,111,13,5,27000
1, phone 7 plus bill accessories bill box, urgent sale untouched conditions 9 month warranty full kit,76,0,1,22000
1, name0 6 64 gb, 1010010700 clearance 1010026900 best phone models available 101006100 101006200 models 1010010700 offers xs max xs x 8 8 7 7 provide 10100000 proper 101006100,254,13,5,10000
1, name0 name234 rose gold 16gb, 101006600 10 plus best offer wiith affordable price ram 812gb rom 128256gb display 64inch 1010015600 1010011700 1010060600 white prism black prism green prism green 101001600 rear 121216mp triple rear camera 101001800 camera 108mpdual front camera,628,12,7,13000
1, phone 6s 16gb silver color excellent condition, description,128,13,5,9999
1, name0 name414 name229 256 gb silver colour, perfect working condition,547,10,7,90000
1, name0 7 black 32gb, excellent condition 11 month warranty pending scratches 100 battery health everything original original accessories box get checked apple care 1010014700 100 fine,511,8,2,15500
1, phone 7 128 gb name118 name42, description,467,15,5,24000
1, name0 7 name92 name54 condition, want sell 10100000 7 101009200 upgrade newer 10100000 don’t box accessories condition amazing problem using phone,1186,1,3,21999
1, name87 watch name251 3 42mm name119 name183 name1800 unused 3 months name114, 10100182900 led 1010014000 everything ok,288,8,2,21200
1, name0 7 128gb name42 excellent condition, iphone 6 32gb space grey excellent condition original charger cabel scratch dent good battery back interested call,1011,2,6,25000
1, phone 7 256 gb mint condition, want update thats 1010041600 selling,1119,13,5,23500
2, lenovo name472 name187 smartphone two batteries, htc desire 310 dual sim mobile2 year used mobilegood conditiongood battery backup,672,11,4,2199
1, name0 x 256 gb, 64gb 101001400 4gb ram 10100146300 1010011700 technical issues 1010092800 left corner slightly chipped 1010025600 normal use comes box 1010061500 1010024600 charger im including wireless charger along bundle brand new never used 1010010500 selling bought new phone 101007400 slightly negotiable 1010095500 plus nine seven one five zero five eight six zero three five seven,328,11,4,50000
1, iphone 6 plus 64gb good condition bill charger, around 14 months old phone bill box accessories good working condition without problem working perfectly fine almost scratches phone original accessories available sale,428,4,0,10800
1, selling name0 grey 64gb name2613 condition, 101006600 galaxy s7 edge 4gb 32gb variant 1010011700 color 1010014700 perfectly fine screen cracked corner right issue working time waster excuse stupid offers phone charger bill,262,4,0,16700
1, name0 name414 black name148 name557 accessories, model galaxy 1010015000 star 64 gb 11 months old colour mirror black condition perfect need spend single penny 1010012300 photos demand,251,8,2,65000
0, perfect honor 9n good condition, 101006600 galaxy 1010016600 64gb 101004200 red dbrand skin applied good condition 101007400 slightly negotiable exchanges please,328,11,4,5500
1, name0 6 64gb, 10100251300 good condition mobil,217,2,6,13500
1, name243 phonecan mostly used srap, minor glass crack left top sideotherwise phone awesumfix price bargains pls976905fourfour61,370,13,5,900
1, name0 8 plus good offers name62 accessories available, 1010082500 bos,82,0,1,15500
1, name0 xs max 64 gb gold 13 months apple care indian warranty, vivo y55s mobile,911,13,5,68000
1, name0 xs 64gb name103 name156, 10100000 xs 1010022900 256gb 1010012400 101003900 101006100 1010023500 1010015600 1010011400 10100204000 29th accessories 1010012000,713,13,5,59000
1, name87 name0 7 available good condition validity, 10100000 6 gold color original earphones original leather cover apple original plug sold used 3 yrs,132,0,1,17500
1, name214 display name19 name2726 temperedglass, 101008400 4good 1010029200 call,319,11,4,500
1, name87 iphone name234 64 gb space name183, 101004500 y1 good condition 3gb32gb 10100188600 10100188700 adapter mi cable 5500rs,946,8,2,11500
1, name75 gold 32gb, description,491,4,0,21000
1, phone 6 plus 16gb, mint condition less use 0 dent 2 case cover free accessories charger bill box earphone available 1 year old 1010011300 iphone 7plus also,6,4,0,18000
1, name0 11 64gb, sell pack infinx hot 8 bill box,352,13,5,58999
1, name87 watch name251 4 gps gold unused unactivated, 101008700 watch 1010025100 4 gps gold unused unactivated warranty starts u activate comes 1 year warranty even touched unboxed exchange looking serious buyers billing price 42500 fyi 1010022400 included,294,1,3,35300
1, name724 offers name87 phone top latest models available name61, 10100000 1010011200 64gb 16900 10100000 6s 32gb 18900 10100000 6s 64gb 19900 10100000 6s 128gb 22900 10100000 6s 101009200 64gb 29900 10100000 7 32gb 22900 10100000 7 128gb 28900 10100000 7 101009200 128gb 38900 1010011300 offer gst 101006100 1010011400 credit card 1010011500 available,754,2,6,12000
1, iphone 732gbexcellent condition, 101008700 1010012300 8 plus black color 64 gb rom box piece get 101007800 limited stock bill box accessories available,590,2,6,22000
1, need money fast, want sell v17 pro mobile bill box original aseceseries 101007400 negotiable,573,15,5,15000
1, phone 6 32 gb, 1010027100 ideapad new piece,382,2,6,11000
1, name87 iphone xsmax 512 gb name103 name41 excellent condition, lg 10100166200 3gb32gb fhd full view display black colour original box charger handsfree 10100193900 bought 1010013000 20170nly serious buyers contact 8285554647,955,8,2,102000
3, lg name3 4 8gb, 1010012300 7 32gb gold color warranty available 1010095300 card 1010011500 available brand new condition original accessories available here€¬ scratch dent¬ exchange yet used interested call 1010095400 shop ¬ doubts call 9791137413 tamil selvan p 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done ¥ € €,423,2,6,1500
1, name0 models available low price name1165 name742 name1199, 101008700 10100000 6s 16gb accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,780,15,5,9999
1, name0 x 64 gb, good 10100146200 new phone selling this5 months usage,328,11,4,48000
1, naya name87 iphone 7 name2796 boxpacked, 101007400 6000,1021,8,2,21000
2, lenovo name472 excellent condition, good condition mobile,193,15,5,3500
1, name0 6 name753, 1010060800 1010060900 metro station main market,845,4,0,12000
1, name0 8 plus 64 gb, description,291,8,2,35000
1, name0 8 name92 warranty, 10100189200 10100189300 phone,949,8,2,36500
